customerID,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure_group,monthly_charges_quartile,SeniorCitizen,TotalCharges,has_social_ties,contract_risk_score,is_fiber_optic,num_services,num_protection_services,monthly_charges_zscore,monthly_charges_per_service,tenure_x_contract_risk,charges_to_tenure_ratio,total_to_monthly_ratio
8445-DNBAE,Male,No,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,new,Q2,0,50.05,1,2,0,2,0,-0.4889,16.6833,2,25.025,0.9804
2951-QOQTK,Male,No,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),Yes,new,Q3,0,332.45,1,2,1,3,1,0.533,20.2,8,16.16,4.0642
2958-NHPPS,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,No,developing,Q1,0,473.9,0,2,0,1,0,-1.4593,10.425,46,0.8688,21.6888
6806-YDEUL,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No,new,Q1,1,106.8,0,2,0,1,0,-1.5042,9.75,12,2.7857,5.2098
1735-XMJVH,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,new,Q1,0,152.6,1,2,0,1,0,-1.5092,9.675,16,2.15,7.4988
6890-PFRQX,Male,No,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,No,developing,Q2,0,1199.4,0,2,0,5,2,0.1575,11.5833,36,3.6579,17.0128
0222-CNVPT,Male,No,No,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,loyal,Q2,1,2555.05,0,2,0,3,1,-0.5305,12.2,104,0.9208,51.3062
5899-OUVKV,Male,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,established,Q4,0,2979.2,0,2,1,4,1,0.9883,18.9,62,2.9531,31.1958
8681-ICONS,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,established,Q1,0,654.85,1,2,0,1,0,-1.466,10.325,58,0.6883,30.2471
1621-YNCJH,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),No,established,Q4,0,3834.4,1,0,1,7,4,1.3722,13.2562,0,2.8662,35.8188
3473-XIIIT,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,developing,Q4,0,1534.75,1,2,1,5,1,1.1711,16.6667,32,5.8824,15.1955
6362-QHAFM,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No,established,Q4,0,4586.15,1,1,1,6,2,1.4469,15.4714,42,2.5186,41.9593
7893-IXHRQ,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,Yes,new,Q1,0,20.55,0,2,0,1,0,-1.4693,10.275,2,10.275,0.9536
3070-BDOQC,Female,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No,loyal,Q4,0,5941.05,0,0,1,5,2,1.1595,16.6083,0,1.6336,59.0268
2952-QAYZF,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,new,Q3,0,424.15,0,2,1,4,2,0.6826,17.06,10,14.2167,4.9148
6234-PFPXL,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),No,developing,Q4,0,2234.95,1,2,1,5,2,1.0348,15.9833,44,4.1696,23.0645
9824-QCJPK,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,established,Q1,0,666.75,1,1,0,1,0,-1.4876,10.0,36,0.5405,31.75
4763-PGDPO,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,new,Q3,0,281.0,0,2,1,1,0,0.1874,35.2,8,14.08,3.9356
4283-IVYCI,Male,No,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,No,new,Q2,0,547.8,0,2,0,4,2,0.0063,12.99,18,6.495,8.3063
1866-OBPNR,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),No,new,Q3,0,74.6,1,2,1,2,1,0.327,24.8667,2,37.3,0.9868
8205-MQUGY,Male,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,new,Q2,0,571.15,1,2,0,2,1,-0.5172,16.4,24,3.7846,11.3775
8970-ANWXO,Female,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,No,developing,Q3,0,1756.6,0,1,0,5,1,0.2987,12.2917,23,3.0729,23.4997
9480-BQJEI,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),No,loyal,Q4,0,5731.45,0,1,1,5,2,0.9152,15.3833,62,1.4651,61.4303
5394-SVGJV,Male,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes,established,Q4,0,3475.55,0,2,1,5,1,1.1312,16.4667,74,2.6,34.8252
6979-TNDEU,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,new,Q1,0,156.85,0,2,0,1,0,-1.5142,9.6,16,2.1333,7.7649
9777-WJJPR,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),No,established,Q3,0,2683.2,1,2,1,4,1,0.7939,17.73,62,2.7703,29.9297
9283-LZQOH,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,developing,Q3,0,896.75,1,2,1,2,0,0.3203,24.8,26,5.3143,11.8932
7079-QRCBC,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,developing,Q4,0,2407.3,0,2,1,5,1,1.1296,16.4583,48,3.95,24.1333
9495-SKLKD,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,established,Q4,0,4456.65,1,2,1,5,2,1.0365,15.9917,90,2.0859,45.9685
6048-UWKAL,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,loyal,Q4,1,6998.95,1,0,1,6,2,1.3506,15.0571,0,1.5057,65.7796
5067-DGXLL,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,new,Q1,0,36.8,0,2,0,1,0,-1.4793,10.125,4,6.75,1.7318
5469-CTCWN,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,Yes,loyal,Q4,0,6547.7,1,1,1,6,2,1.3705,15.1429,61,1.7097,61.1935
9851-QXEEQ,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,established,Q4,0,4346.4,0,2,1,6,2,1.3273,14.9571,82,2.4929,41.1202
6281-FKEWS,Female,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,established,Q2,0,2265.0,0,1,0,3,1,-0.5222,12.2625,44,1.09,45.2547
8898-KASCD,Male,No,No,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,No,established,Q2,0,1309.15,0,1,0,2,2,-0.9708,11.85,39,0.8888,35.8181
9242-TKFSV,Male,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,loyal,Q2,0,4754.3,1,0,0,6,4,0.0112,9.3,0,0.8918,71.9259
9290-SHCMB,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,developing,Q4,1,1235.55,0,2,1,4,1,1.0664,19.37,26,6.9179,12.627
0743-HNPFG,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),No,loyal,Q2,0,3562.5,1,1,0,5,3,0.1658,11.625,51,1.3413,50.3534
2277-BKJKN,Female,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No,loyal,Q4,1,7213.75,1,0,1,5,2,1.1445,16.5333,0,1.3778,71.9935
9809-IMGCQ,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,developing,Q4,1,2082.95,0,2,1,4,0,1.0614,19.34,44,4.2043,21.3199
5208-HFSBT,Female,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),Yes,new,Q2,0,102.75,0,2,0,3,2,-0.3228,13.7625,4,18.35,1.8332
5035-PGZXH,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,loyal,Q4,0,5914.4,0,1,1,6,2,1.3971,15.2571,56,1.8737,54.8646
8695-WDYEA,Male,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,new,Q2,0,51.25,0,2,0,2,1,-0.449,17.0833,2,25.625,0.9809
6543-JXSOO,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,No,developing,Q2,0,1282.85,1,1,0,4,3,-0.233,11.55,23,2.4062,21.8357
8016-ZMGMO,Female,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),No,loyal,Q3,1,4738.85,1,1,0,5,2,0.2023,11.8083,66,1.0575,65.9548
8605-ITULD,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,new,Q1,0,19.55,0,2,0,1,0,-1.5025,9.775,2,9.775,0.9513
3254-YRILK,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,developing,Q3,1,1775.8,0,2,1,4,1,0.7789,17.64,38,4.41,19.9081
6416-YJTTB,Male,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,new,Q3,0,795.65,0,2,1,3,2,0.4898,19.875,22,6.625,9.8839
2667-WYLWJ,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,Yes,new,Q1,0,145.0,1,1,0,1,0,-1.4959,9.875,8,2.1944,6.988
4472-VESGY,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),No,loyal,Q4,0,4993.4,1,2,1,6,3,1.1096,14.0214,104,1.8519,50.3621
3195-TQDZX,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,No,new,Q1,0,61.45,0,2,0,1,0,-1.4793,10.125,6,5.0625,2.8918
3128-YOVTD,Female,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,loyal,Q3,0,4018.55,1,2,1,3,2,0.4782,19.7875,102,1.5221,50.1379
0529-ONKER,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,developing,Q3,1,1146.65,0,2,1,2,0,0.3619,25.2167,30,4.7281,14.9596
1728-CXQBE,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No,loyal,Q4,1,6081.4,1,2,1,5,2,0.98,15.7083,128,1.45,63.8467
7041-TXQJH,Female,No,No,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No,established,Q2,0,1478.85,0,2,0,2,1,-0.8163,13.4,74,1.0579,35.8944
5014-GSOUQ,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,developing,Q1,0,243.65,0,0,0,1,0,-1.4893,9.975,0,1.425,11.6301
5724-BIDBU,Male,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,No,loyal,Q2,0,2633.95,1,1,0,3,1,-0.3128,13.8375,49,1.107,46.7427
0481-SUMCB,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,established,Q4,1,4735.35,0,1,1,5,1,1.2425,17.025,45,2.2207,45.9074
1769-GRUIK,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,developing,Q3,0,1247.75,0,2,1,1,0,0.2106,35.55,36,3.7421,17.3058
5240-IJOQT,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,new,Q3,1,74.7,0,2,1,2,0,0.3303,24.9,2,37.35,0.9868
8819-WFGGJ,Male,Yes,No,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,loyal,Q2,0,3794.5,1,0,0,4,2,-0.3543,10.82,0,0.7841,68.8657
7427-AUFPY,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,loyal,Q1,0,1008.7,0,0,0,1,0,-1.4992,9.825,0,0.3573,48.8475
2811-POVEX,Female,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,developing,Q3,1,2130.55,1,2,1,4,2,0.7872,17.69,46,3.6854,23.8183
1092-GANHU,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,developing,Q3,0,1313.55,0,2,1,2,1,0.3951,25.55,34,4.2583,16.9163
7898-PDWQE,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No,loyal,Q3,0,5727.15,1,0,0,7,4,0.5197,10.05,0,1.1167,70.3581
9972-EWRJS,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,loyal,Q1,0,1372.9,1,0,0,1,0,-1.5125,9.625,0,0.2831,67.7975
9314-IJWSQ,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,developing,Q3,0,1203.9,1,2,1,3,0,0.6659,21.2,28,5.6533,14.0315
0661-XEYAN,Female,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,new,Q1,1,25.8,0,2,0,0,0,-1.2948,25.8,2,12.9,0.9627
5799-JRCZO,Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,loyal,Q1,0,1215.1,1,0,0,1,0,-1.5042,9.75,0,0.3047,59.2732
1921-KYSAY,Female,No,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,No,established,Q2,0,2877.05,0,1,0,5,2,0.1276,11.4333,41,1.6333,41.3369
6198-RTPMF,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,developing,Q4,0,1579.7,1,2,1,4,0,0.9252,18.52,34,5.1444,16.8771
2924-KHUVI,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,No,loyal,Q4,0,5514.95,1,1,1,5,1,1.1894,16.7583,56,1.764,54.3077
1925-GMVBW,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No,new,Q1,0,96.1,0,2,0,1,0,-1.4693,10.275,10,3.425,4.4594
7881-EVUAD,Female,No,No,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,new,Q2,0,72.4,0,2,0,3,2,-0.7365,10.65,4,14.2,1.6606
6184-DYUOB,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,new,Q1,0,55.25,1,2,0,1,0,-1.5009,9.8,6,4.9,2.682
9207-ZPANB,Male,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,No,established,Q2,0,2443.3,0,1,0,6,4,0.0893,9.6357,37,1.775,35.6947
5766-XQXMQ,Female,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,established,Q2,0,1970.5,0,2,0,5,3,0.1359,11.475,58,2.295,28.2105
9327-QSDED,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,new,Q2,0,335.4,0,2,0,1,0,-0.7049,21.775,16,4.8389,7.5286
1656-DRSMG,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,loyal,Q4,0,7002.95,0,2,1,7,3,1.4984,13.7312,126,1.7164,63.175
3012-VFFMN,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,new,Q1,0,158.95,1,2,0,1,0,-1.466,10.325,14,2.5812,7.3418
2984-AFWNC,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,new,Q4,0,293.15,0,2,1,4,1,1.0182,19.08,6,23.85,3.041
0640-YJTPY,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,loyal,Q1,0,1493.75,1,0,0,1,0,-1.4544,10.5,0,0.2877,67.8977
8096-LOIST,Female,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,developing,Q2,0,1093.4,0,2,0,2,0,-0.2845,18.7333,38,2.81,19.1154
9764-REAFF,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,loyal,Q1,0,1057.85,1,0,0,1,0,-1.5408,9.2,0,0.3067,54.5284
3703-VAVCL,Male,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),Yes,new,Q4,0,190.05,1,2,1,4,2,0.8388,18.0,4,30.0,2.0885
7107-UBYKY,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,No,established,Q1,0,882.55,1,2,0,2,0,-1.2965,8.5833,70,0.7153,32.9925
4881-GQJTW,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No,developing,Q1,0,300.4,0,2,0,1,0,-1.5009,9.8,28,1.3067,14.5825
8519-QJGJD,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,Yes,developing,Q3,0,1025.95,0,2,1,2,1,0.3519,25.1167,28,5.0233,13.4375
7876-DNYAP,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,loyal,Q1,0,1436.95,1,0,0,1,0,-1.4942,9.9,0,0.2829,69.0841
7905-NJMXS,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,No,new,Q2,1,475.0,1,2,0,5,3,-0.0187,10.7,14,8.025,7.2853
2882-WDTBA,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No,loyal,Q3,0,5388.15,1,0,0,6,4,0.3652,10.8214,0,1.0821,70.2039
2091-GPPIQ,Female,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,No,loyal,Q3,0,5730.15,1,0,0,6,2,0.4715,11.2786,0,1.0815,71.6717
6326-MTTXK,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,new,Q4,0,819.55,0,2,1,5,1,1.1993,16.8083,16,11.2056,8.0466
5071-FBJFS,Female,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No,new,Q2,0,217.1,1,2,0,2,1,-0.4806,16.7667,8,10.06,4.232
2796-UUZZO,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),No,loyal,Q3,0,4896.35,1,2,1,3,2,0.5164,20.075,126,1.2547,60.2257
2429-AYKKO,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,loyal,Q1,0,1434.1,0,0,0,1,0,-1.4926,9.925,0,0.2719,68.7818
9798-OPFEM,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,No,established,Q1,0,937.1,0,0,0,1,0,-1.451,10.55,0,0.4489,42.4027
0330-IVZHA,Female,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,new,Q2,0,330.15,1,2,1,1,0,0.1724,34.975,10,11.6583,4.6533
3794-NFNCH,Male,Yes,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No,established,Q2,0,1474.9,1,2,0,2,1,-0.4906,16.6667,60,1.6129,28.9196
5193-QLVZB,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,loyal,Q4,0,6536.5,0,0,1,6,2,1.329,14.9643,0,1.6367,61.8109
7114-AEOZE,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,loyal,Q1,0,1128.1,0,0,0,1,0,-1.4926,9.925,0,0.3254,54.1055
2886-KEFUM,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,Yes,loyal,Q4,0,6873.75,1,1,1,6,2,1.4203,15.3571,63,1.6797,63.3525
5522-NYKPB,Male,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,No,established,Q3,0,2199.05,1,2,1,3,1,0.7025,21.475,50,3.3038,25.3055
4237-RLAQD,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,new,Q2,0,45.85,0,2,0,1,0,-0.6285,22.925,2,22.925,0.9787
9957-YODKZ,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,new,Q3,1,457.1,1,2,1,3,1,0.533,20.2,12,11.5429,5.588
6518-KZXCB,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,developing,Q1,0,566.5,0,0,0,2,0,-1.3131,8.4167,0,1.0978,21.581
2245-ADZFJ,Female,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,established,Q3,0,2471.6,1,0,0,6,2,0.5247,11.5071,0,2.5172,30.3078
7776-QGYJC,Female,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No,established,Q3,0,3107.3,1,2,1,3,2,0.5563,20.375,78,2.0375,37.6642
9313-QOLTZ,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,established,Q1,0,518.3,0,2,0,1,0,-1.4577,10.45,52,0.7741,23.6667
9651-GTSAQ,Female,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,loyal,Q4,0,5769.75,1,1,1,6,3,1.3738,15.1571,53,1.9648,53.8725
3186-BAXNB,Female,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,Yes,new,Q4,0,91.7,0,2,1,4,2,0.8953,18.34,2,45.85,0.9892
4672-FOTSD,Male,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,No,new,Q2,0,832.3,0,2,0,5,3,0.0827,11.2083,24,5.1731,12.1949
0637-YLETY,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,developing,Q4,0,1555.65,0,2,1,5,2,1.0249,15.9333,32,5.6235,16.104
9818-XQCUV,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,new,Q1,0,45.3,0,2,0,1,0,-1.476,10.175,4,6.7833,2.1218
7338-ERIVA,Male,No,Yes,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),No,established,Q2,0,1790.6,1,1,0,3,2,-0.6551,11.2625,39,1.1262,38.8838
1157-BQCUW,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,new,Q3,0,74.95,0,2,1,2,0,0.3386,24.9833,2,37.475,0.9868
8259-NFJTV,Female,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,No,new,Q1,0,246.6,1,2,0,2,2,-1.0007,11.55,14,4.3312,6.9173
3223-DWFIO,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,new,Q2,1,261.65,0,2,1,1,0,0.1525,34.675,8,13.87,3.7193
2660-EMUBI,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,new,Q4,1,898.35,0,2,1,4,0,1.0166,19.07,20,8.6682,9.3238
6968-GMKPR,Female,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,loyal,Q3,0,4509.5,0,2,1,3,2,0.5579,20.3875,110,1.4562,54.6275
4751-ERMAN,Male,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,loyal,Q3,0,5480.25,1,0,0,5,2,0.3535,12.5667,0,1.0329,71.731
